Name,Rating,Rating Count,Price Category,Address,ZipCode
Konoz Restaurant,4.8,224,2,"16 Clinton St, Newark, NJ 07102",7102
Pages Restaurant On the Mall,4.3,179,1,"150 Halsey St, Newark, NJ 07102",7102
Chateau of Spain,4.4,1959,2,"11 Franklin St, Newark, NJ 07102",7102
Central Restaurant,4.2,628,1,"30 Central Ave #4, Newark, NJ 07102",7102
ilili Restaurant,4.5,3411,3,"236 5th Ave, New York, NY 10001",10001
Porchlight,4.4,922,3,"271 11th Ave, New York, NY 10001",10001
Sauce Restaurant,4.3,1064,2,"78 Rivington St, New York, NY 10002",10002
Ukrainian East Village Restaurant,4.4,694,2,"140 2nd Ave, New York, NY 10003",10003
Gotham Restaurant,4.5,1334,4,"12 E 12th St, New York, NY 10003",10003
Chito Gvrito,4.7,469,2,"173 3rd Ave, New York, NY 10003",10003
Panna II Garden Indian Restaurant,3.5,936,1,"93 1st Ave. #2, New York, NY 10003",10003
Tacombi,4.4,802,2,"74 Broad St, New York, NY 10004",10004
DIG,4.3,547,1,"80 Pine St, New York, NY 10005",10005
Wall Street Grill,4.6,1028,3,"128 Pearl St, New York, NY 10005",10005
ZAZA,4.5,946,2,"104 Greenwich St, New York, NY 10006",10006
Blarney Stone,4,306,2,"11 Trinity Pl, New York, NY 10006",10006
Trinity Place,4.4,1314,2,"115 Broadway, New York, NY 10006",10006
Serafina Italian Restaurant Tribeca,4.3,1057,2,"95 W Broadway, New York, NY 10007",10007
Benares,4.2,1841,2,"45 Murray St, New York, NY 10007",10007
BLACKBARN Restaurant,4.4,1101,3,"19 E 26th St, New York, NY 10010",10010
Bazár Tapas Bar & Restaurant,4.3,818,2,"31 W 26th St, New York, NY 10010",10010
Lasagna Restaurant,4.2,795,2,"196 8th Ave Corner, W 20th St of, New York, NY 10011",10011
Pastai Restaurant,4.2,425,2,"186 9th Ave, New York, NY 10011",10011
Old Tbilisi Garden,4.4,944,2,"174 Bleecker St, New York, NY 10012",10012
Three of Cups Restaurant,4.4,195,2,"150 Sullivan St, New York, NY 10012",10012
Thalassa Restaurant,4.5,428,3,"179 Franklin St, New York, NY 10013",10013
Max Restaurant,4.3,267,2,"134 W Broadway, New York, NY 10013",10013
Hop Kee Restaurant,4.2,1200,2,"21 Mott St, New York, NY 10013",10013
House of Joy,4.3,766,2,"28 Pell St, New York, NY 10013",10013
Wo Hop,4.4,3447,2,"17 Mott St, New York, NY 10013",10013
Daily Provisions - West Village,4.6,184,2,"29 Bedford St, New York, NY 10014",10014
Trattoria Pesce Pasta,4.6,470,2,"262 Bleecker St, New York, NY 10014",10014
Rossini's,4.5,567,3,"108 E 38th St, New York, NY 10016",10016
Tosokchon Restaurant NYC,4.1,119,2,"14 E 33rd St 1FL A, New York, NY 10016",10016
Serafina Italian Restaurant 38th Madison,4,166,2,"241 Madison Ave, New York, NY 10016",10016
Marta,4.5,1892,2,"29 E 29th St, New York, NY 10016",10016
Aragvi,4.8,492,2,"230 E 44th St, New York, NY 10017",10017
Guantanamera,4.4,2690,2,"939 8th Ave, New York, NY 10019",10019
Astro,4.1,1252,2,"1361 6th Ave, New York, NY 10019",10019
Desi Deli indian kitchen,3.6,720,1,"724 10th Ave, New York, NY 10019",10019
Oceana,4.5,1232,4,"120 W 49th St, New York, NY 10020",10020
Villard,4,93,4,"455 Madison Avenue at, E 50th St, New York, NY 10022",10022
The Smith,4.4,5025,2,"956 2nd Ave, New York, NY 10022",10022
Daily Provisions - Upper West Side,4.4,488,2,"375 Amsterdam Ave, New York, NY 10024",10024
Tropilyz 116th,4.1,449,1,"164 W 116th St, New York, NY 10026",10026
El Tina Harlem Restaurant,4.5,973,1,"511 W 125th St, New York, NY 10027",10027
Golden Krust Caribbean Restaurant,3.6,168,1,"70 W 125th St, New York, NY 10027",10027
Gracie Mews Diner,4.3,860,2,"1550 1st Ave., New York, NY 10028",10028
Amanecer Restaurant And Lounge,4.2,94,2,"3666 Broadway, New York, NY 10031",10031
El Nuevo Jaya Restaurant,4.3,188,1,"79 Audubon Ave, New York, NY 10032",10032
La Barca Restaurant,4.1,580,1,"3892 Broadway, New York, NY 10032",10032
Tu Sabor Latino Restaurant,3,7,,"3881 Broadway, New York, NY 10032",10032
Cocina Latina Restaurant,4.1,166,1,"4986 Broadway, New York, NY 10034",10034
Andy's Restaurant,4,127,,"2262 3rd Ave, Bronx, NY 10035",10035
Sandy Restaurant,4.4,1037,1,"2261 2nd Ave, New York, NY 10035",10035
Connolly's,4.4,4107,2,"121 W 45th St, New York, NY 10036",10036
Cowgirl SeaHorse,4.3,1251,2,"259 Front St, New York, NY 10038",10038
GOLDEN WUISH (THE DUCKHOUSE),4.4,243,2,"6 Platt St, New York, NY 10038",10038
The Mark Restaurant by Jean-Georges,3.4,251,,"25 E 77th St, New York, NY 10075",10075
"Lorenzo’s Restaurant, Bar & Cabaret",4.3,493,2,"1100 South Ave, Staten Island, NY 10314",10314
Dairy Palace,4.5,351,2,"2216 Victory Blvd, Staten Island, NY 10314",10314
San Jose Restaurant,4.4,607,1,"109 E 153rd St, Bronx, NY 10451",10451
Mama Tala Restaurant,3.9,88,2,"582 Morris Ave, Bronx, NY 10451",10451
Paradise,4.2,188,2,"1021 Ogden Ave, Bronx, NY 10452",10452
Los Amigos Restaurant,4.4,198,1,"674 E 180th St, Bronx, NY 10457",10457
Sazón y Sabores Restaurant,4.4,36,2,"485 E 180th St, Bronx, NY 10457",10457
Nuevo Three Way Restaurant,4,774,1,"384 E 188th St, Bronx, NY 10458",10458
Golden Eagle Restaurant,4.1,393,1,"975 Morris Park Ave, Bronx, NY 10462",10462
Restaurant Relax,4.8,166,1,"68A Newel St, Brooklyn, NY 11222",11222
Five Leaves,4.3,2207,2,"18 Bedford Ave, Brooklyn, NY 11222",11222
Restaurant Yuu,4.4,79,,"55 Nassau Ave, Brooklyn, NY 11222",11222
Boon Thai,4,127,2,"681 Manhattan Ave, Brooklyn, NY 11222",11222
არგო,4.6,412,2,"1985 Coney Island Ave, Brooklyn, NY 11223",11223
Halal Restaurant,4.1,47,,"1953-1955 Coney Island Ave floor #1, Brooklyn, NY 11223",11223
Golden Krust Caribbean Restaurant,3.7,82,1,"1014a Nostrand Ave, Brooklyn, NY 11225",11225
Golden Krust Caribbean Restaurant,4.1,217,1,"568 Flatbush Ave, Brooklyn, NY 11225",11225
Honey Badger | Fine Dining Restaurant,4.5,168,,"67 Fenimore St, Brooklyn, NY 11225",11225
Golden Krust Caribbean Restaurant,3.5,102,1,"823 Franklin Ave, Brooklyn, NY 11225",11225
Gino's,3.9,236,1,"548 Flatbush Ave, Brooklyn, NY 11225",11225
YKA Vibes Restaurant Bar and Grill,4.8,39,2,"467 Rogers Ave, Brooklyn, NY 11225",11225
Gloria's,4,1157,1,"987 Nostrand Ave, Brooklyn, NY 11225",11225
Zanmi,4.3,814,2,"1206 Nostrand Ave, Brooklyn, NY 11225",11225
Yummy,3.9,120,,"1195 Flatbush Ave, Brooklyn, NY 11226",11226
Noula Restaurant,4.9,138,2,"5 Martense St, Brooklyn, NY 11226",11226
